0.74131E+07 0.23853E+05 0.00000E+01 132351 0 0 11894 0.16050E-02 0.00000E+01 0.74131E+07 0.00000E+01 0.00000E+01 0
1 7361300.0 313190.0 1.6777 54145000.0 7361300.0
2 7363800.0 136800.0 1.036 25120000.0 7363800.0
3 7491000.0 80493.0 0.84744 14070000.0 7491000.0
4 7257500.0 306910.0 1.6676 52212000.0 7257500.0
5 7353700.0 137900.0 1.0458 22992000.0 7353700.0
6 7429600.0 80822.0 0.85795 13931000.0 7429600.0
7 7304600.0 136740.0 1.044 19970000.0 7304600.0
8 7698900.0 244220.0 2.5017 1437000000.0 7698900.0
9 7470200.0 56089.0 0.83745 13566000.0 7470200.0
10 7469600.0 317480.0 1.676 52432000.0 7469600.0
11 7168000.0 135640.0 1.0553 21052000.0 7168000.0
12 7384900.0 80684.0 0.86166 15710000.0 7384900.0
13 8237400.0 344780.0 1.6505 51551000.0 8237400.0
14 7455300.0 136910.0 1.0241 21835000.0 7455300.0
15 7386900.0 79876.0 0.8528 15175000.0 7386900.0
16 7378800.0 313770.0 1.6768 53224000.0 7378800.0
17 7335300.0 135540.0 1.0305 18662000.0 7335300.0
18 7344300.0 80272.0 0.86201 13864000.0 7344300.0
19 6956100.0 297510.0 1.6866 52667000.0 6956100.0
20 7137500.0 135790.0 1.061 22096000.0 7137500.0
21 7451400.0 81346.0 0.86098 14942000.0 7451400.0
22 7744800.0 319290.0 1.6257 52915000.0 7744800.0
23 8064800.0 647620.0 4.4782 1968900000.0 8064800.0
24 7492700.0 86873.0 0.91441 15310000.0 7492700.0
25 7232200.0 302840.0 1.6512 52058000.0 7232200.0
26 7354300.0 137030.0 1.0391 20857000.0 7354300.0
27 7430400.0 80862.0 0.85828 14299000.0 7430400.0
28 7411500.0 320130.0 1.7033 55598000.0 7411500.0
29 7598100.0 139360.0 1.0228 23496000.0 7598100.0
30 7422300.0 80302.0 0.85326 13340000.0 7422300.0
31 7600100.0 324740.0 1.6849 51248000.0 7600100.0
32 7235400.0 134450.0 1.0363 23083000.0 7235400.0
33 7386100.0 80655.0 0.86122 14078000.0 7386100.0
